
 RUN  v3.1.4 /Users/arnaud/code/viborm
   ✓ pg Driver > pg polymorphic collection reads > parent ordering through a singular inverse keeps NULL placement  1687ms
   ✓ pg Driver > pg polymorphic collection writes > a fresh owner writes memberships across several variants at once  2451ms
   ✓ pg Driver > pg polymorphic collection writes > connect is idempotent for the same owner and target  3277ms
   ✓ pg Driver > pg polymorphic collection writes > a plural member admits SEVERAL owners for one target  2034ms
   ✓ pg Driver > pg polymorphic collection writes > a SINGULAR member replaces its slot instead of doubling it  1747ms
   ✓ pg Driver > pg polymorphic collection writes > connectOrCreate finds, then creates, without doubling either  1323ms
   ✓ pg Driver > pg polymorphic collection writes > `set` clears every configured variant once, then refills  1281ms
   ✓ pg Driver > pg polymorphic collection writes > `set` of an already-owned SINGULAR target keeps the row  1197ms
   ✓ pg Driver > pg polymorphic collection writes > `set: []` empties every variant and deletes no target  1206ms
   ✓ pg Driver > pg polymorphic collection writes > disconnect removes this owner's membership and nothing else  1350ms
   ✓ pg Driver > pg polymorphic collection writes > update and updateMany reach only the connected targets  1310ms
   ✓ pg Driver > pg polymorphic collection writes > upsert creates then updates, scoped to this owner's membership  1186ms
   ✓ pg Driver > pg polymorphic collection writes > createMany writes one bulk group per variant  1666ms
   ✓ pg Driver > pg polymorphic collection writes > duplicate singular createMany targets transfer once  1243ms
   ✓ pg Driver > pg polymorphic collection writes > delete and deleteMany are membership-scoped and cascade the membership  1182ms
   ✓ pg Driver > pg polymorphic collection writes > a singular inverse connect TRANSFERS the slot rather than inserting beside it  1395ms
   ✓ pg Driver > pg polymorphic collection writes > a singular inverse disconnect deletes THE junction row, and delete deletes the OWNER  1594ms
   ✓ pg Driver > pg polymorphic collection writes > a singular inverse composes vacate, supply and a modify of the SUPPLIED owner  1783ms
   ✓ pg Driver > pg polymorphic collection writes > a singular inverse upsert takes both arms through the membership  1488ms
   ✓ pg Driver > pg polymorphic collection writes > WRITE-THEN-READ crossover: the read half sees what the write half wrote  3853ms

 Test Files  1 passed (1)
      Tests  60 passed (60)
   Start at  14:01:47
   Duration  103.65s (transform 1.04s, setup 10ms, collect 1.55s, tests 101.88s, environment 0ms, prepare 38ms)

Vitest resources: 105.52s wall, 497.9 MiB peak sampled process-group RSS (sampled ceiling 1536 MiB). Teardown verified.
