
 RUN  v3.1.4 /Users/arnaud/code/viborm
   ✓ pg Driver > pg singular polymorphic slot transfer under concurrency > two adopters of an empty slot are arbitrated to one membership (batch)  1018ms
   ✓ pg Driver > pg singular polymorphic slot transfer under concurrency > an adopter whose captured owner was replaced aborts, re-plans once, and converges  1110ms
   ✓ pg Driver > pg singular polymorphic slot transfer under concurrency > two adopters that captured the SAME old owner produce exactly one winner  1064ms
   ✓ pg Driver > pg singular polymorphic slot transfer under concurrency > two adopters that both observed the slot EMPTY produce exactly one winner  1010ms
   ✓ pg Driver > pg filtered m2m deleteMany staleness > a member added after the plan-time read aborts the guard, then the retry converges  1419ms
   ✓ pg Driver > pg nested write behavior > declares an atomic strategy for nested writes  1090ms
   ✓ pg Driver > pg nested write behavior > rejects default-only createMany duplicate skipping before writing  1053ms
   ✓ pg Driver > pg nested write behavior > rejects nested default-only duplicate skipping before the parent write  1074ms
   ✓ pg Driver > pg nested write behavior > create derives to-one and to-many foreign keys  1086ms
   ✓ pg Driver > pg nested write behavior > create connects and connect-or-creates nullable children  1093ms
   ✓ pg Driver > pg nested write behavior > update creates, createManys, and connects children  1065ms
   ✓ pg Driver > pg nested write behavior > update disconnects and sets nullable children  1093ms
   ✓ pg Driver > pg nested write behavior > update and updateMany keep child mutations parent-correlated  1097ms
   ✓ pg Driver > pg nested write behavior > delete and deleteMany keep child mutations parent-correlated  1071ms
   ✓ pg Driver > pg nested write behavior > to-many upsert creates and updates the current parent's child  1085ms
   ✓ pg Driver > pg nested write behavior > to-one upsert creates and updates the current target  1094ms
   ✓ pg Driver > pg nested write behavior > to-one nested update modifies the connected author  1050ms
   ✓ pg Driver > pg nested write behavior > to-one disconnect true nulls the foreign key, both rows survive  1079ms
   ✓ pg Driver > pg nested write behavior > to-one delete true deletes the related row  1080ms
   ✓ pg Driver > pg nested write behavior > to-one delete true (FK-holder side) nulls the FK then deletes the author  1088ms
   ✓ pg Driver > pg nested write behavior > inverse-side to-one upsert: absent creates, found updates, witness survives  1069ms
   ✓ pg Driver > pg nested write behavior > explicit join rows work as a practical many-to-many case  1083ms
   ✓ pg Driver > pg nested write behavior > unsupported nested create keys reject before parent mutation  1120ms
   ✓ pg Driver > pg nested write behavior > nested child failures roll back parent and prior children  1081ms
   ✓ pg Driver > pg nested write behavior > to-many updates cannot target another parent's child  1116ms
   ✓ pg Driver > pg nested write behavior > non-nullable child foreign keys reject disconnect atomically  1063ms
   ✓ pg Driver > pg nested write behavior > nested create propagates foreign keys through mapped columns  1071ms
   ✓ pg Driver > pg nested write behavior > nested create derives mapped foreign keys for createMany and connect  1063ms
   ✓ pg Driver > pg nested write behavior > set keeping all required-FK children is a no-op and succeeds  1092ms
   ✓ pg Driver > pg nested write behavior > set on required-FK children rejects only when rows would be orphaned  1073ms
   ✓ pg Driver > pg nested write behavior > set disconnects only nullable-FK children leaving the set  1093ms
   ✓ pg Driver > pg nested write behavior > connect with a list of targets reparents every one of them  1069ms
   ✓ pg Driver > pg nested write behavior > a connect list with one absent target writes nothing  1081ms
   ✓ pg Driver > pg nested write behavior > disconnect with a list nulls every one of them  1094ms
   ✓ pg Driver > pg nested write behavior > a disconnect list naming ANOTHER parent's child nulls nothing  1078ms
   ✓ pg Driver > pg nested write behavior > a create tree's connect list reparents every one of them  1094ms
   ✓ pg Driver > pg nested write behavior > delete with a relation projection > a to-many relation inside `select` comes back, and the row is gone  1059ms
   ✓ pg Driver > pg nested write behavior > delete with a relation projection > a to-one relation inside `select` comes back, and the row is gone  1091ms
   ✓ pg Driver > pg nested write behavior > delete with a relation projection > the `include` spelling is unaffected  1096ms
   ✓ pg Driver > pg advanced nested write behavior > connectOrCreate create branch accepts recursive nested writes  1321ms
   ✓ pg Driver > pg advanced nested write behavior > top-level upsert guards gate nested update branch  1137ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > $queryRaw > binds a tagged interpolation and rows round-trip  973ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > $queryRaw > binds multiple tagged interpolations in order  898ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > $queryRaw > accepts a prebuilt sql`` fragment  896ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > $queryRawUnsafe > splices the statement verbatim and binds positional params  903ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > $executeRaw > mutates and answers the affected count, visible to the ORM read path  900ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > $executeRawUnsafe > mutates through a hand-written statement  900ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > direct mutation misses > update reports NotFoundError  923ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > direct mutation misses > delete reports NotFoundError  910ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > findFirstOrThrow > returns the matching row when found  904ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > findFirstOrThrow > throws NotFoundError when nothing matches  895ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > findUniqueOrThrow > returns the matching row when found  891ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > findUniqueOrThrow > throws NotFoundError when the id does not exist  896ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > exist > returns true when a matching row exists  897ms
   ✓ pg Driver > pg client raw/orThrow/exist behavior > exist > returns false when no row matches  942ms
   ✓ pg Driver > raw/model array transactions (Docker PostgreSQL) > execute in declared order and return each public result  992ms
   ✓ pg Driver > raw/model array transactions (Docker PostgreSQL) > a later raw failure rolls model and raw writes back  1414ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > generated parent ID feeds to-many child FK  1152ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > generated parent ID feeds nested createMany child FKs  1185ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > generated child ID feeds to-one parent FK  1147ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > generated parent ID feeds multiple sibling relation branches  1118ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > generated parent, child, and grandchild IDs flow through recursive create  1124ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > top-level update changes PK with direct literal and nested create uses it  1109ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > top-level update changes PK with set operation and nested create uses it  1111ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > top-level update changes numeric PK with increment and nested create uses it  1163ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > top-level update changes numeric PK with decrement and nested create uses it  1135ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > top-level update changes numeric PK with multiply and nested create uses it  1133ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > top-level update changes numeric PK with divide and nested create uses it  1092ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > top-level upsert update branch changes PK before nested create  1120ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > failure after generated refs rolls back parent and children  1114ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > unsupported compound primary-key dataflow rejects before parent mutation  1063ms
   ✓ pg Driver > pg batch-only batch primary-key dataflow > unsafe PK update shape rejects before parent mutation  1104ms
   ✓ pg Driver > pg createMany select fold > four same-shape rows are ONE statement, and the rows come back in input order  991ms
   ✓ pg Driver > pg createMany select fold > row shapes that differ split into one statement per contiguous run, still in input order  936ms
   ✓ pg Driver > pg createMany select fold > skipDuplicates with select is ONE statement whose rows are exactly the rows inserted  947ms

 Test Files  1 passed (1)
      Tests  95 passed (95)
   Start at  22:05:22
   Duration  101.56s (transform 900ms, setup 8ms, collect 1.32s, tests 100.10s, environment 0ms, prepare 34ms)

Vitest resources: 103.29s wall, 505.2 MiB peak sampled process-group RSS (sampled ceiling 1536 MiB). Teardown verified.
