
 RUN  v3.1.4 /Users/arnaud/code/viborm
   ✓ pg Driver > pg nested relation orderBy behavior > rejects ordering through a to-many relation mid-chain  1009ms
   ✓ pg Driver > pg nested relation orderBy behavior > combines nested orderBy with take, skip, and scalar tiebreakers  1076ms
   ✓ pg Driver > pg nested relation orderBy behavior > orders included to-many rows by a nested relation chain  1022ms
   ✓ pg Driver > pg omit > findMany drops exactly the omitted scalar  975ms
   ✓ pg Driver > pg omit > findUnique / findFirst honor omit  950ms
   ✓ pg Driver > pg omit > omit composes with include, and the relation keeps its own shape  968ms
   ✓ pg Driver > pg omit > nested omit reduces the relation payload only  991ms
   ✓ pg Driver > pg omit > omit at both levels applies independently  945ms
   ✓ pg Driver > pg omit > create / update / upsert / delete honor omit  982ms
   ✓ pg Driver > pg omit > create composes select with omit  943ms
   ✓ pg Driver > pg omit > a bulk write with omit returns the projected rows, not a count  947ms
   ✓ pg Driver > pg omit > a bulk write composes select with omit  967ms
   ✓ pg Driver > pg omit > a bulk write WITHOUT a projection still counts  953ms
   ✓ pg Driver > pg omit > select + omit returns the selected shape minus overlaps  944ms
   ✓ pg Driver > pg omit > an omit that hides every field is refused  952ms
   ✓ pg Driver > pg omit > a model-level omitted column never comes back  950ms
   ✓ pg Driver > pg omit > neither select nor omit can re-include it  961ms
   ✓ pg Driver > pg omit > a model-level omitted column cannot be selected through a relation  953ms
   ✓ pg Driver > pg omit > client-level omit hides the field on every read of that model  981ms
   ✓ pg Driver > pg omit > client-level omit reaches relation payloads  944ms
   ✓ pg Driver > pg omit > a local omit: { field: false } re-includes a globally hidden field  943ms
   ✓ pg Driver > pg omit > a local omit adds to the global one instead of replacing it  988ms
   ✓ pg Driver > pg omit > an explicit select overrides the client default before local omit subtracts  980ms
   ✓ pg Driver > pg omit > select + omit composes through a selected relation include and all omit layers  996ms
   ✓ pg Driver > pg omit > client-level omit does not turn a bulk write into a row-returning one  943ms
   ✓ pg Driver > pg omit > a client that configures nothing is unaffected  935ms
   ✓ pg Driver > pg bulk-write limit > deleteMany limit below the matching count removes exactly limit rows  956ms
   ✓ pg Driver > pg bulk-write limit > deleteMany limit equal to the matching count removes all of them  950ms
   ✓ pg Driver > pg bulk-write limit > deleteMany limit above the matching count is the uncapped delete  940ms
   ✓ pg Driver > pg bulk-write limit > deleteMany limit 0 removes nothing and reports count 0  935ms
   ✓ pg Driver > pg bulk-write limit > deleteMany limit without a where caps a whole-table delete  972ms
   ✓ pg Driver > pg bulk-write limit > updateMany limit below the matching count updates exactly limit rows  963ms
   ✓ pg Driver > pg bulk-write limit > updateMany limit at or above the matching count updates all of them  959ms
   ✓ pg Driver > pg bulk-write limit > updateMany limit 0 changes nothing and reports count 0  936ms
   ✓ pg Driver > pg bulk-write limit > updateMany limit composes with an arithmetic update  948ms
   ✓ pg Driver > pg bulk-write limit > updateMany limit composes with a relation filter  949ms
   ✓ pg Driver > pg bulk-write limit > deleteMany limit composes with a relation filter  947ms
   ✓ pg Driver > pg bulk-write limit > updateMany with select returns exactly the capped rows  952ms
   ✓ pg Driver > pg bulk-write limit > deleteMany with select returns exactly the capped rows  956ms
   ✓ pg Driver > pg bulk-write limit > a select-carrying bulk write with limit 0 returns an empty row set  958ms
   ✓ pg Driver > pg bulk-write limit > limit works on a model with a compound primary key  983ms
   ✓ pg Driver > pg bulk-write limit > limit 0 is the same no-op inside $transaction([...])  978ms
   ✓ pg Driver > pg bulk-write limit > a negative or fractional limit is rejected before any write  964ms

 Test Files  1 passed (1)
      Tests  76 passed (76)
   Start at  18:38:35
   Duration  86.10s (transform 1.71s, setup 19ms, collect 2.55s, tests 83.32s, environment 0ms, prepare 53ms)

Vitest resources: 88.76s wall, 511.5 MiB peak sampled process-group RSS (sampled ceiling 1536 MiB). Teardown verified.
